label,happy,angry,disgust,sad,fear,neutral,surprise
1.0,2.7158450386029805e-05,0.3564263378894377,6.319314877199448e-07,0.21609748840421306,0.0026360091994012116,0.42481198443611573,3.896889586160801e-07
1.0,2.261232342556354e-05,0.37740637032062346,1.2062321641425717e-06,0.18516350325296824,0.002382911562628498,0.4350230301469829,3.66161207135156e-07
1.0,2.0140819965927974e-05,0.431623472752661,9.208278121461815e-07,0.17810243138513115,0.0036743779931915285,0.38657803171994853,6.245012898719798e-07
1.0,1.3028580042904461e-05,0.43990884107774697,3.943112503029408e-06,0.24427252726523077,0.006723256089725453,0.30907720328544624,1.2005893045709554e-06
1.0,1.6831293891962743e-05,0.4907370745986376,5.0050667011088005e-06,0.21617915708061972,0.009123870298131607,0.2839362038145736,1.8578474445919138e-06
1.0,1.521392145585982e-05,0.2854304001856212,5.535980544415725e-06,0.26499610035230653,0.012688782198661873,0.43686202984727646,1.9375141336381733e-06
1.0,1.5663202329508117e-05,0.30859480851855503,2.8685801933286534e-06,0.25157436623853957,0.006736693140572014,0.4330745514445617,1.048875248805839e-06
1.0,2.187563842554114e-05,0.3852636909648063,4.6749851101245e-06,0.19695571280186594,0.006080012996572057,0.41167301434005626,1.0182731636232445e-06
1.0,2.7625143214583775e-05,0.30341096037901,3.672284868631726e-06,0.22140192925040084,0.0035389534399474032,0.47161608165284225,7.778497162641531e-07
1.0,1.8971983892937885e-05,0.410390300520312,3.8226983848579215e-06,0.2086405022365249,0.0026048375221176217,0.3783410938227527,4.7121601493605855e-07
0.0,0.7836832037284643,0.03308608011354706,1.6630904724897394e-06,0.0014821379829336352,0.1804914414123223,0.0011832487977774984,7.222487448272388e-05
0.0,0.19751511784637643,0.084080991528318,0.011907335064625994,0.3370280190589486,0.1297921055000855,0.23949368926192782,0.0001827417397177504
0.0,0.22682572732861273,0.04144233582013093,0.0006684405027270344,0.3645281125880884,0.3235103970215967,0.04276452064564881,0.0002604660931954287
0.0,0.9385942089650067,0.04740597336391485,0.0008050071550277907,0.0011203433088412893,0.011412728934359732,0.00012283281930959523,0.0005389054535400901
0.0,0.9999747231100757,5.553072537391884e-07,5.976104434202806e-19,1.0668891273222411e-06,2.36402272914337e-05,1.3627329364929785e-08,8.389224946134778e-10
1.0,2.7158450386029805e-05,0.3564263378894377,6.319314877199448e-07,0.21609748840421306,0.0026360091994012116,0.42481198443611573,3.896889586160801e-07
1.0,2.261232342556354e-05,0.37740637032062346,1.2062321641425717e-06,0.18516350325296824,0.002382911562628498,0.4350230301469829,3.66161207135156e-07
1.0,2.0140819965927974e-05,0.431623472752661,9.208278121461815e-07,0.17810243138513115,0.0036743779931915285,0.38657803171994853,6.245012898719798e-07
1.0,1.3028580042904461e-05,0.43990884107774697,3.943112503029408e-06,0.24427252726523077,0.006723256089725453,0.30907720328544624,1.2005893045709554e-06
1.0,1.6831293891962743e-05,0.4907370745986376,5.0050667011088005e-06,0.21617915708061972,0.009123870298131607,0.2839362038145736,1.8578474445919138e-06
1.0,1.521392145585982e-05,0.2854304001856212,5.535980544415725e-06,0.26499610035230653,0.012688782198661873,0.43686202984727646,1.9375141336381733e-06
1.0,1.5663202329508117e-05,0.30859480851855503,2.8685801933286534e-06,0.25157436623853957,0.006736693140572014,0.4330745514445617,1.048875248805839e-06
1.0,2.187563842554114e-05,0.3852636909648063,4.6749851101245e-06,0.19695571280186594,0.006080012996572057,0.41167301434005626,1.0182731636232445e-06
1.0,2.7625143214583775e-05,0.30341096037901,3.672284868631726e-06,0.22140192925040084,0.0035389534399474032,0.47161608165284225,7.778497162641531e-07
1.0,1.8971983892937885e-05,0.410390300520312,3.8226983848579215e-06,0.2086405022365249,0.0026048375221176217,0.3783410938227527,4.7121601493605855e-07
0.0,0.7836832037284643,0.03308608011354706,1.6630904724897394e-06,0.0014821379829336352,0.1804914414123223,0.0011832487977774984,7.222487448272388e-05
0.0,0.19751511784637643,0.084080991528318,0.011907335064625994,0.3370280190589486,0.1297921055000855,0.23949368926192782,0.0001827417397177504
0.0,0.22682572732861273,0.04144233582013093,0.0006684405027270344,0.3645281125880884,0.3235103970215967,0.04276452064564881,0.0002604660931954287
0.0,0.9385942089650067,0.04740597336391485,0.0008050071550277907,0.0011203433088412893,0.011412728934359732,0.00012283281930959523,0.0005389054535400901
0.0,0.9999747231100757,5.553072537391884e-07,5.976104434202806e-19,1.0668891273222411e-06,2.36402272914337e-05,1.3627329364929785e-08,8.389224946134778e-10
1.0,2.7158450386029805e-05,0.3564263378894377,6.319314877199448e-07,0.21609748840421306,0.0026360091994012116,0.42481198443611573,3.896889586160801e-07
1.0,2.261232342556354e-05,0.37740637032062346,1.2062321641425717e-06,0.18516350325296824,0.002382911562628498,0.4350230301469829,3.66161207135156e-07
1.0,2.0140819965927974e-05,0.431623472752661,9.208278121461815e-07,0.17810243138513115,0.0036743779931915285,0.38657803171994853,6.245012898719798e-07
0.0,0.7589482548763526,0.08270656470695874,4.157694857424227e-06,0.003112247225932393,0.15212503674176855,0.0029232575139152843,0.0001804812402148279
0.0,0.7002608360158648,8.63562960001581e-06,3.1326449084204035e-11,0.0005930977329327642,0.2991035667812494,3.378311803406607e-05,8.069099271399458e-08
