label,happy,angry,disgust,sad,fear,neutral,surprise,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,Pitch6,Pitch7,Pitch8,Pitch9,Pitch10,Pitch11,Pitch12
0,0.055800908,0.133651837,0.000396145,0.025421098,0.071361533,0.281924851,0.431443628,0.519596338,0.469811231,0.514009058,0.50254035,0.40246436,0.397661239,0.460792273,0.469027549,0.552015722,0.45037517,0.609250963,0.656535208
0,0.273978055,0.01680416,0.000280017,0.024940539,0.111704246,0.34976093,0.222532054,0.540401042,0.598172188,0.535362244,0.541177988,0.656296194,0.679744959,0.707789361,0.630488694,0.612495661,0.526573598,0.636790693,0.600257993
0,0.207172858,0.045082444,3.5e-06,0.031521646,0.166212446,0.214401025,0.335606078,0.523965299,0.574031472,0.579570711,0.4982481,0.4835985,0.598024309,0.664658248,0.584528148,0.4888179,0.351602107,0.394178301,0.472181112
0,0.045219656,0.059657702,0.00015549,0.062390959,0.166502145,0.444154229,0.221919819,0.743739128,0.698679209,0.70432508,0.650989711,0.701971292,0.720134318,0.784544051,0.627979934,0.605725408,0.664938152,0.660961986,0.721217752
0,0.022562739,0.033356243,0.000866582,0.130843924,0.15787937,0.446222577,0.208268565,0.510150611,0.551495373,0.555745304,0.515451789,0.507985592,0.576153874,0.771552622,0.838226557,0.743974268,0.663596153,0.635360897,0.599478483
0,0.337575097,0.269600521,4.45e-05,0.012555779,0.034582373,0.238120724,0.107521005,0.352877051,0.300656646,0.371589541,0.423397422,0.407994002,0.410406798,0.366784126,0.496305585,0.691491604,0.633767724,0.638951838,0.463430226
0,0.032891566,0.041688683,0.000243127,0.054543543,0.128424627,0.363509847,0.378698606,0.578344107,0.465497941,0.485681921,0.569506526,0.680545568,0.773733139,0.707526147,0.611872315,0.659824967,0.671326399,0.604863763,0.630289733
0,0.971649692,3.16e-05,1.12e-06,0.000567341,0.000455914,0.026401122,0.000893245,0.459956646,0.467893124,0.477285892,0.488544255,0.561211526,0.565819979,0.520540714,0.529196501,0.62060684,0.616953671,0.536031425,0.538226664
0,0.4678332,0.006583368,1.43e-05,0.004237386,0.037702395,0.233003832,0.250625489,0.578598917,0.475685596,0.472777247,0.555965185,0.617179453,0.562761724,0.602483571,0.588223159,0.558380544,0.558474183,0.700512648,0.772121489
0,0.002957951,0.033084788,2.95e-06,0.004955214,0.182325644,0.062552617,0.714120838,0.562401175,0.490617186,0.477055281,0.449537277,0.467085153,0.414738476,0.473950207,0.536424279,0.386712521,0.453815728,0.620473146,0.657566607
0,0.266211003,0.02920506,0.00062906,0.012928062,0.070977068,0.186093953,0.433955795,0.656833529,0.527858496,0.527499259,0.523845136,0.588980734,0.697311282,0.635378957,0.580540299,0.605820477,0.672446907,0.638864696,0.659048498
0,0.429908872,0.031475402,0.003249271,0.037131549,0.120303468,0.067956465,0.309974974,0.584868491,0.588330805,0.611262143,0.627581835,0.575101733,0.493500441,0.632485151,0.64689672,0.661196053,0.706322134,0.812774599,0.643414736
0,0.265113276,0.036967037,0.000407729,0.012928072,0.167351049,0.197347301,0.319885535,0.601019919,0.552846432,0.611482084,0.713569283,0.746051371,0.639905751,0.487627387,0.416540623,0.450059503,0.489222616,0.569903672,0.639183164
0,0.673062004,0.006178773,0.000100713,0.006428843,0.06335571,0.215309036,0.035564922,0.598289132,0.605359495,0.545984685,0.46758163,0.644349098,0.667800367,0.530599475,0.422173947,0.447141677,0.485020459,0.536894202,0.624276102
0,0.598442598,0.005499364,1.07e-05,0.007819314,0.116249424,0.106892129,0.165086473,0.566273808,0.618287444,0.588963568,0.653054774,0.761891365,0.633685529,0.639729679,0.603565395,0.623373747,0.611864507,0.58891654,0.605436325
0,0.520209965,0.03354293,0.063686017,0.018946504,0.021644104,0.337356082,0.004614399,0.835270941,0.818289816,0.701105714,0.737348318,0.716753483,0.553547621,0.55233103,0.624868333,0.756724954,0.613476336,0.573660791,0.787932456
0,0.521382771,0.039706171,0.005123447,0.017468636,0.111755196,0.256514666,0.048049113,0.846627593,0.777819097,0.809589922,0.857567966,0.732542932,0.660627842,0.709338427,0.701753676,0.597068369,0.515233994,0.639020205,0.849135578
0,0.855616548,0.001333469,7.14e-06,0.034073057,0.018083731,0.069743645,0.021142407,0.644849062,0.592310369,0.51647085,0.502558351,0.513207078,0.543563604,0.630301833,0.605942011,0.551357627,0.665874958,0.757257104,0.763077736
0,0.444696207,0.067786367,2.92e-05,0.008535536,0.082163153,0.331162665,0.065626845,0.61543256,0.549823284,0.411705047,0.425350308,0.569904208,0.676918387,0.747172534,0.646507204,0.51583761,0.551897943,0.552986503,0.587170184
0,0.324983776,0.125203456,0.000649086,0.052367978,0.120486697,0.370126192,0.006182814,0.603242278,0.591224849,0.602780998,0.653744757,0.633029044,0.569230616,0.510597944,0.509947062,0.517817676,0.564819694,0.658958375,0.67124474
0,0.744590471,0.090083129,0.003737439,0.03850792,0.065840651,0.044833722,0.012406667,0.657486916,0.673247933,0.64901185,0.649825335,0.67312938,0.642067432,0.644743681,0.648538649,0.628005266,0.619792402,0.64975065,0.710663855
0,0.87007601,0.001388561,6.42e-08,6.3e-05,7.88e-06,0.128385609,7.89e-05,0.704007685,0.71979624,0.653768837,0.638838291,0.669232368,0.658725381,0.653085887,0.601590812,0.591344595,0.608857214,0.663850367,0.657858312
0,0.672897581,0.001648627,2.85e-06,0.000790647,0.018498985,0.183474541,0.122686771,0.554553509,0.63214308,0.596442938,0.484222978,0.635146737,0.508911371,0.551026404,0.572564542,0.579843998,0.411231399,0.50438273,0.578146577
0,0.294086809,0.025913295,0.000130206,0.027538072,0.226664342,0.408833382,0.016833894,0.600379229,0.605042398,0.680474877,0.724387705,0.633991241,0.466540992,0.447576404,0.599227905,0.602495372,0.607144058,0.686068475,0.624319315
0,0.055279216,0.093112269,0.001480464,0.043249913,0.153766145,0.330532085,0.32257991,0.650538862,0.588933051,0.574993134,0.656132281,0.60979867,0.633567214,0.525948644,0.472827315,0.528915524,0.69694072,0.598084092,0.661052167
0,0.108735784,1.67e-05,3.13e-08,0.708561822,0.139005105,0.027799409,0.015881106,0.635807455,0.708655417,0.677034378,0.66598773,0.617376447,0.627085507,0.637573659,0.717865825,0.642260492,0.592120409,0.619982421,0.636395097
0,0.000271638,7.48e-05,4.14e-07,0.827502055,0.154283046,0.017867347,7.37e-07,0.703914404,0.586668551,0.545559406,0.568378627,0.696313798,0.677261651,0.510890067,0.435415775,0.524839699,0.575004518,0.577749372,0.719257593
0,0.081247204,0.053499063,0.006268794,0.586405083,0.089984278,0.08910815,0.093487427,0.564799428,0.625739932,0.584087014,0.592435777,0.679156423,0.692413747,0.682818472,0.711203814,0.72973448,0.608031631,0.588328063,0.577855825
0,0.817512497,0.007390237,3.32e-05,0.006064343,0.073782964,0.07034102,0.024875773,0.830735266,0.762670755,0.5315938,0.511529028,0.555763662,0.668463528,0.51504302,0.40285036,0.441657513,0.537672222,0.563275576,0.646509111
0,0.674482611,0.035703449,4.38e-06,0.017481801,0.101356771,0.096624132,0.07434686,0.553300142,0.543616414,0.572650611,0.561953187,0.688066304,0.734398782,0.704456747,0.736383498,0.58256954,0.455929458,0.44772318,0.527321756
0,0.874071592,0.030752068,9.01e-06,0.027084382,0.03557044,0.026538653,0.005973857,0.457125574,0.492209047,0.600337565,0.676606596,0.684442222,0.639030099,0.637067854,0.697155237,0.776752472,0.712260842,0.660105944,0.54528296
0,0.850370182,0.006990129,6.79e-05,0.005867591,0.045227543,0.055625473,0.035851149,0.492950648,0.439274013,0.485990018,0.543236375,0.565571725,0.522799075,0.544071794,0.661583662,0.76221174,0.803366303,0.69516176,0.595668077
0,0.727578942,0.004767717,4.36e-06,0.004771615,0.008060805,0.142492449,0.112324114,0.655629754,0.577189028,0.631510556,0.84136349,0.938122213,0.719724,0.606286466,0.687705874,0.701722562,0.669963419,0.704538465,0.749079883
0,0.558803756,0.019658538,0.001166838,0.020680526,0.22484948,0.120137374,0.054703487,0.589565992,0.711631238,0.727290094,0.594983637,0.45335418,0.390612632,0.478463054,0.498867631,0.513999939,0.606375635,0.552810609,0.555862308
0,0.285504855,0.110548488,0.000339709,0.005269452,0.075809049,0.051888966,0.470639481,0.646644235,0.708014071,0.693610907,0.562394738,0.551766932,0.552940667,0.647911787,0.591811299,0.479733497,0.39268434,0.442385405,0.525854111
0,0.392887652,0.024140654,2.69e-05,0.006014355,0.072432249,0.146254349,0.358243806,0.673357904,0.598705113,0.578597784,0.525267422,0.620582104,0.629365683,0.572837114,0.618124485,0.697223604,0.715444803,0.740668893,0.758534193
0,0.741306036,0.004025894,3.48e-05,0.002311564,0.068826581,0.033376643,0.150118522,0.752031505,0.716557086,0.592128992,0.52877295,0.660438597,0.6683622,0.531662881,0.432207495,0.479790032,0.576794803,0.651460469,0.739693284
0,0.58701765,0.040051285,2.61e-06,0.0042047,0.06066005,0.22063929,0.087424414,0.647386909,0.525296569,0.464467525,0.503094077,0.625671625,0.762308836,0.67737329,0.585211813,0.505376101,0.582252681,0.454475582,0.491108924
0,0.286134397,0.060287315,7.32e-05,0.019070715,0.135573163,0.419478079,0.079383119,0.626185477,0.526364028,0.508425057,0.577134192,0.623710394,0.682249308,0.645187795,0.558895409,0.50512749,0.510486841,0.616186559,0.660595417
0,0.121170932,0.380666408,0.000522793,0.026963049,0.470254348,0.000389051,3.34e-05,0.707821786,0.596953928,0.583493471,0.657202423,0.654707193,0.568798244,0.561818361,0.541474938,0.57425499,0.637082338,0.659165144,0.756011069
0,0.099902832,0.420324226,0.000659293,0.034099493,0.44462947,0.000353471,3.12e-05,0.745913267,0.504567802,0.442417413,0.504256368,0.57625109,0.569282055,0.551259458,0.570300817,0.51705116,0.588908434,0.636074007,0.738444149
0,0.061699478,0.254351733,0.051055033,0.02963615,0.524524491,0.000242352,0.078490762,0.515206516,0.55592674,0.608739257,0.577805042,0.584139228,0.530364454,0.523688257,0.606491566,0.633546412,0.677113414,0.747354507,0.668130457
0,0.009328688,0.019401404,0.119665553,0.016140092,0.658380379,7.69e-05,0.177006941,0.672069788,0.576128721,0.581632733,0.628980279,0.707115173,0.640775979,0.514480472,0.538412154,0.612258911,0.658121884,0.677071333,0.665676117
0,0.010427374,0.02117425,0.111388092,0.016741677,0.662304404,8.92e-05,0.177874971,0.686996698,0.705801904,0.612731159,0.652385652,0.703581929,0.55481714,0.56951201,0.537977517,0.575364172,0.499591857,0.502349794,0.669380009
0,0.031437544,0.026704117,0.079824462,0.023347382,0.536535062,0.00018655,0.301964884,0.507247031,0.439688414,0.409373075,0.485241503,0.497134894,0.494267255,0.490936488,0.574867785,0.677423775,0.697689414,0.679351509,0.578878105
0,0.108754035,0.500073029,0.004616521,0.129896589,0.104689302,0.116315523,0.035655001,0.568338037,0.592187524,0.633502066,0.681095421,0.584367096,0.470362663,0.409305006,0.437932491,0.464992911,0.53664875,0.655810893,0.622667015
0,0.066903092,0.756267598,0.004456887,0.064501742,0.067502878,0.034012948,0.006354854,0.637581229,0.66092211,0.575510979,0.569392622,0.558543146,0.608664334,0.625489295,0.616334736,0.62664187,0.575047731,0.516434968,0.561051428
0,0.108601081,0.352687199,0.004912151,0.069550473,0.115360328,0.318525872,0.030362896,0.547409475,0.482797414,0.490567118,0.52396971,0.575048268,0.591197431,0.547573328,0.613622904,0.671657085,0.669830024,0.645353079,0.616088688
0,0.667550087,0.010923193,4.88e-07,0.025761191,0.075755174,0.184211548,0.035798318,0.619208157,0.611646593,0.618862391,0.575202882,0.527018487,0.477968991,0.493949503,0.577453077,0.683016241,0.677518666,0.738530934,0.661811709
0,0.729197108,0.079513397,7.96e-07,0.001837373,0.00351761,0.185774823,0.000158894,0.724298298,0.700373292,0.616431475,0.600323796,0.612411857,0.674351156,0.672934473,0.538661301,0.573232114,0.577319562,0.69605118,0.770433366
0,0.469145467,0.022837939,0.000257505,0.032269779,0.052325585,0.361221008,0.061942717,0.611737013,0.58158493,0.576748431,0.594926596,0.662442446,0.678388953,0.608543456,0.655570745,0.713442087,0.630426288,0.525771558,0.608405769
0,0.164498398,0.014154207,0.000457375,0.037224237,0.096024331,0.465306208,0.222335244,0.644798517,0.547216415,0.536543727,0.55943507,0.496290982,0.496455014,0.485916704,0.420045853,0.42144987,0.34281674,0.387914002,0.608218253
0,0.159295509,0.028562741,1.76e-05,0.019383398,0.17146848,0.545346591,0.075925642,0.519973218,0.632290423,0.528630495,0.526626527,0.68429786,0.669707954,0.726796567,0.578796387,0.441398829,0.424520195,0.477726758,0.496735066
0,0.52331228,0.043275708,7.98e-05,0.013071653,0.066300055,0.196613654,0.157346818,0.483130336,0.464835763,0.505366743,0.575912476,0.571876466,0.515760303,0.551436663,0.578301489,0.506602764,0.567950368,0.635017097,0.554841757
0,0.523967471,0.233712464,0.002795555,0.011510958,0.045700723,0.178259193,0.004053636,0.857721269,0.824261427,0.756163657,0.817175627,0.805343807,0.626324832,0.642722249,0.688539386,0.766328454,0.643427432,0.594203711,0.755043447
0,0.459119317,0.029456227,0.000154379,0.081473907,0.335920163,0.084553692,0.009322315,0.532848537,0.463437378,0.425383866,0.393633068,0.397354037,0.395077676,0.397293448,0.412783444,0.529864013,0.565999568,0.560072422,0.524148762
0,0.189670558,0.017186922,3.6e-09,0.052835512,0.40706229,0.245028316,0.088216398,0.592209041,0.619659364,0.662858069,0.737309813,0.770528972,0.644677222,0.595746398,0.618857026,0.671955287,0.700294733,0.74146539,0.672738135
0,0.563904391,0.025305507,0.001303685,0.115918451,0.029832942,0.261483524,0.002251501,0.670958102,0.710980475,0.604398787,0.636379123,0.723291337,0.557829559,0.56910342,0.552378893,0.590637326,0.485112637,0.47913897,0.664879739
0,1.23e-13,6.01e-07,3.58e-18,0.013761474,4.87e-08,0.986237876,2.13e-21,0.859407485,0.806571603,0.778601408,0.838955104,0.785820544,0.626568317,0.669310868,0.677475393,0.725625455,0.617007196,0.585105479,0.754384816
0,1.77e-12,6.37e-06,1.04e-13,0.163891462,9.26e-06,0.836092908,2.03e-19,0.704851985,0.596780837,0.584276736,0.655893385,0.580550194,0.587415397,0.628866911,0.606227815,0.601548731,0.601810873,0.795669973,0.883833647
0,0.350617651,0.002853531,0.000113816,0.070931039,0.020013767,0.523296547,0.032173648,0.480507165,0.402120292,0.515074193,0.545613468,0.422634304,0.403727412,0.45601511,0.680478394,0.790267408,0.583136022,0.605990887,0.626514971
0,0.866046769,0.000458248,2.96e-06,0.000332822,0.003963906,0.107263002,0.021932294,0.309857935,0.284859926,0.364461333,0.466112614,0.454619408,0.488124967,0.497212976,0.474291503,0.628976166,0.670055628,0.530353785,0.420353919
0,0.916527215,0.000181695,2.18e-06,0.001694581,0.008951394,0.06189736,0.010745572,0.505871236,0.500167608,0.586351395,0.662320852,0.674124122,0.646818697,0.610122442,0.627478659,0.575286567,0.650442064,0.7257936,0.635291159
0,0.800957942,0.020565204,0.000767146,0.021552926,0.018759105,0.134187744,0.003209934,0.43977946,0.406810284,0.505870461,0.756977499,0.746840298,0.605236113,0.518711448,0.571273088,0.603114069,0.582983851,0.680143416,0.609488904
0,0.813609733,0.01419826,8.28e-09,4.05e-07,1.49e-05,0.172092507,8.42e-05,0.612921178,0.574840426,0.518137455,0.576423407,0.606179178,0.522508383,0.467906117,0.565571964,0.587308168,0.57269001,0.682282269,0.662587106
0,0.590628599,0.010006819,5.11e-05,0.011549218,0.053277604,0.306113921,0.028372748,0.626878679,0.607017875,0.52204591,0.481826097,0.55074513,0.603425801,0.692239821,0.660215735,0.677472651,0.678570092,0.658593476,0.674173951
0,0.259857054,0.053857182,2.43e-05,0.013236222,0.231401005,0.362027891,0.07959637,0.690667689,0.669770896,0.653957784,0.693830609,0.686651647,0.63033855,0.595735669,0.625904143,0.593243122,0.594684601,0.571529329,0.623608053
0,0.467132128,0.026426539,0.000771452,0.009774387,0.209837235,0.176146277,0.109911981,0.648336768,0.552555323,0.450269878,0.437474161,0.536007583,0.565491438,0.501629651,0.407566369,0.427602381,0.520115256,0.609629214,0.708089888
0,0.094655882,0.040825707,0.000337202,0.023433627,0.270964711,0.153036013,0.416746859,0.621985316,0.556269884,0.627935886,0.722565711,0.703062952,0.470485389,0.361697048,0.362269193,0.431178063,0.559477866,0.686569393,0.730006218
0,0.076931495,0.357237082,0.00391072,0.226264447,0.296978606,0.038673196,4.45e-06,0.492392093,0.473980993,0.471853286,0.554199994,0.644588292,0.506271124,0.514433265,0.619405866,0.733384371,0.694678485,0.518990397,0.535493135
0,1.49e-09,0.240853027,0.745378512,0.00637359,0.007197241,0.000197628,7.12e-10,0.596787035,0.503202021,0.482903391,0.6297822,0.700464487,0.687976897,0.644689023,0.60613203,0.779410779,0.723470926,0.646892965,0.641379833
